숙소번호,모텔명,추천/비추천,긍정단어,부정단어,긍정비율,부정비율
72,순천 호텔 디에이치(THE H),보통추천,37,7,84.09,15.91
73,순천 사파이어 호텔,비추천,17,9,65.38,34.62
74,순천 리멤버,보통추천,6,2,75.0,25.0
75,순천 아이비,매우완전추천,11,0,100.0,0.0
76,순천 호텔 프라자,보통추천,15,5,75.0,25.0
77,순천 호텔 마스(MARS),매우완전추천,26,1,96.3,3.7
78,순천 벨라지오,매우완전추천,4,0,100.0,0.0
79,순천 필,비추천,29,13,69.05,30.95
80,순천 샤인호텔(SHINE HOTEL),보통추천,13,3,81.25,18.75
81,순천 발리,비추천,15,8,65.22,34.78
82,순천 브라운도트 순천역점,완전추천,12,2,85.71,14.29
83,순천 호텔 휴(HOTEL HUE),보통추천,11,4,73.33,26.67
84,순천 리무진,매우완전추천,6,0,100.0,0.0
85,순천 비타민,비추천,4,28,12.5,87.5
86,순천 HOTEL 여기어때 순천점(국가정원),완전추천,21,2,91.3,8.7
87,순천 G7 무인텔,완전추천,13,1,92.86,7.14
88,순천 호텔 문(MOON),보통추천,16,5,76.19,23.81
89,순천 탑,보통추천,10,3,76.92,23.08
90,순천 사모아,비추천,9,6,60.0,40.0
91,순천 아비숑,비추천,14,7,66.67,33.33
92,담양 해피타임 드라이브인,비추천,9,6,60.0,40.0
93,담양 갤러리 무인텔,보통추천,22,5,81.48,18.52
94,화순 럭셔리 무인텔,보통추천,7,2,77.78,22.22
95,담양 언노운호텔(HOTEL UNKNOWN),보통추천,30,7,81.08,18.92
96,담양 노라 무인텔,비추천,19,11,63.33,36.67
97,화순 더원 비지니스 호텔,완전추천,26,3,89.66,10.34
98,화순 설레임 드라이브인 무인텔,보통추천,9,2,81.82,18.18
99,구례 마리 호텔,비추천,9,15,37.5,62.5
100,화순 골드 무인호텔,보통추천,9,2,81.82,18.18
101,담양 성림,비추천,7,7,50.0,50.0
102,담양 소아르 호텔,보통추천,22,8,73.33,26.67
103,화순 므네모 무인호텔,보통추천,14,3,82.35,17.65
104,담양 힐링,비추천,12,10,54.55,45.45
105,곡성 은하수 드라이브인,보통추천,17,7,70.83,29.17
106,화순 쉼 무인호텔,보통추천,14,4,77.78,22.22
107,화순 신라 무인호텔,보통추천,9,2,81.82,18.18
108,곡성 필,보통추천,13,4,76.47,23.53
109,곡성 에이스 무인텔,매우완전추천,21,0,100.0,0.0
110,담양 창평 G호텔,비추천,4,3,57.14,42.86
111,곡성 스마일 무인호텔,비추천,9,7,56.25,43.75
112,구례 그랜드호텔,완전추천,12,2,85.71,14.29
113,구례 푸른솔,보통추천,27,5,84.38,15.62
114,구례 S무인호텔,비추천,9,5,64.29,35.71
115,화순 YAJA 화순도곡온천DI점,매우완전추천,16,0,100.0,0.0
116,담양 굿비즈니스 호텔,비추천,9,6,60.0,40.0
117,구례 제일온천호텔,보통추천,15,6,71.43,28.57
118,화순 애니텔,비추천,4,2,66.67,33.33
119,구례 후니,매우완전추천,10,0,100.0,0.0
120,곡성 휴,비추천,6,3,66.67,33.33
121,담양 베스트,비추천,5,10,33.33,66.67
122,화순 퀸 무인텔,비추천,9,7,56.25,43.75
123,담양 추월산 해피랜드,비추천,19,18,51.35,48.65
124,화순 아모르무인텔,비추천,7,8,46.67,53.33
125,구례 지리산산사랑 모텔,비추천,10,6,62.5,37.5
126,구례 산동 약수장,비추천,5,6,45.45,54.55
127,구례 꿈의 궁전,비추천,3,5,37.5,62.5
128,무안 남악 오늘호텔,비추천,4,2,66.67,33.33
129,무안 호텔 더케이,매우완전추천,6,0,100.0,0.0
130,영암 삼호 무인텔,보통추천,9,3,75.0,25.0
131,무안 뉴 드라이브인 호텔,비추천,14,16,46.67,53.33
132,영암 무인호텔 THE SOO,완전추천,13,2,86.67,13.33
133,무안 남악 킹 무인텔,매우완전추천,13,0,100.0,0.0
134,무안 남악 애플 무인텔,매우완전추천,13,0,100.0,0.0
135,무안 짝,매우완전추천,7,0,100.0,0.0
136,무안 호텔 시애틀,완전추천,13,1,92.86,7.14
137,무안 남악 무인호텔,비추천,7,10,41.18,58.82
138,무안 조선비취호텔,비추천,2,5,28.57,71.43
139,영암 풀 무인호텔,비추천,17,9,65.38,34.62
140,영암 스타보드 15(Starboard 15),완전추천,20,3,86.96,13.04
141,영암 사우스 오아시스,매우완전추천,15,0,100.0,0.0
142,무안 샾,비추천,2,1,66.67,33.33
143,영암 유토피아,비추천,9,25,26.47,73.53
144,무안 비치호텔,비추천,24,12,66.67,33.33
145,영암 실크로드,완전추천,12,2,85.71,14.29
146,영암 초원의 집,비추천,5,11,31.25,68.75
147,신안 흑산도 아시아,보통추천,6,2,75.0,25.0
148,무안 쉴 무인텔,비추천,8,6,57.14,42.86
149,영암 스타보드 35(Starboard 35),비추천,0,0,0.0,0.0
150,여수 YAM 여수학동점,보통추천,26,7,78.79,21.21
151,여수 YAJA 여수 학동점,보통추천,21,4,84.0,16.0
152,여수 호텔 엘크레인(L CRANE),보통추천,13,5,72.22,27.78
153,여수 호텔 YOU,비추천,8,4,66.67,33.33
154,여수 호텔 자바(ZAVA),비추천,9,4,69.23,30.77
155,여수 K-boutique 호텔,보통추천,14,3,82.35,17.65
156,여수 더샵 호텔,비추천,4,4,50.0,50.0
157,여수 호텔 더클래식(Hotel The Classic),완전추천,10,1,90.91,9.09
158,여수 1번가 호텔(1st),보통추천,9,2,81.82,18.18
159,여수 산 무인호텔,보통추천,19,8,70.37,29.63
160,여수 호텔 THE B,비추천,8,8,50.0,50.0
161,여수 꿀잠호텔,매우완전추천,27,0,100.0,0.0
162,여수 띠아모 호텔(TIAMO HOTEL),비추천,7,5,58.33,41.67
163,여수 썸 무인텔,비추천,5,5,50.0,50.0
164,여수 라스베가스,완전추천,17,1,94.44,5.56
165,여수 하이,비추천,6,4,60.0,40.0
166,여수 엑스포,비추천,13,11,54.17,45.83
167,여수 자(JA)무인텔 학동점,매우완전추천,2,0,100.0,0.0
168,여수 웨스트인 호텔(WESTIN HOTEL),보통추천,12,3,80.0,20.0
169,여수 25,완전추천,7,1,87.5,12.5
170,여수 씨에프,매우완전추천,5,0,100.0,0.0
171,여수 신라 e-stay,보통추천,7,2,77.78,22.22
172,여수 MJ,완전추천,22,3,88.0,12.0
173,여수 호텔 벨라지오,비추천,5,3,62.5,37.5
174,여수 G,비추천,9,8,52.94,47.06
175,여수 호텔 어썸(ASOME BOUTIQUE HOTEL),보통추천,13,4,76.47,23.53
176,여수 마리나 무인호텔,완전추천,25,3,89.29,10.71
177,여수 호텔 초콜릿,완전추천,23,4,85.19,14.81
178,여수 아리랑힐,비추천,11,8,57.89,42.11
179,여수 별 무인텔,완전추천,19,2,90.48,9.52
180,여수 맥스 무인텔,비추천,9,7,56.25,43.75
181,여수 오션힐,비추천,10,15,40.0,60.0
182,여수 리,매우완전추천,4,0,100.0,0.0
183,여수 MJ 관광호텔,비추천,26,13,66.67,33.33
184,목포 호텔 카이저,완전추천,34,3,91.89,8.11
185,목포 YAM 목포하당점,보통추천,18,6,75.0,25.0
186,목포 HOTEL CITY(호텔 시티),매우완전추천,26,1,96.3,3.7
187,목포 호텔 에코,보통추천,14,3,82.35,17.65
188,목포 호텔 라임(Hotel Lime),보통추천,20,5,80.0,20.0
189,목포 호텔 가봄,완전추천,15,2,88.24,11.76
190,목포 뉴에버그린 호텔,보통추천,14,4,77.78,22.22
191,목포 호텔 스테이,보통추천,9,3,75.0,25.0
192,목포 AYANA 호텔 & 풀빌라,완전추천,28,4,87.5,12.5
193,목포 엠보스,비추천,6,4,60.0,40.0
194,목포 VIP 호텔,완전추천,12,2,85.71,14.29
195,목포 호텔 하루,비추천,13,10,56.52,43.48
196,목포 호텔 더하루 (평화광장),비추천,12,7,63.16,36.84
197,목포 호텔 보보스,보통추천,14,5,73.68,26.32
198,목포 HOTEL MU(호텔 엠유),비추천,11,6,64.71,35.29
199,목포 세븐7,보통추천,7,2,77.78,22.22
200,목포 째즈호텔,보통추천,11,3,78.57,21.43
201,목포 호텔 리움,비추천,18,10,64.29,35.71
202,목포 명품 HOTEL,완전추천,18,1,94.74,5.26
203,목포 몰디브,비추천,5,5,50.0,50.0
204,목포 해비치,매우완전추천,8,0,100.0,0.0
205,목포 티파니에서아침을,비추천,1,1,50.0,50.0
206,목포 호텔 몬다비,완전추천,12,2,85.71,14.29
207,목포 나인 무인호텔,비추천,5,3,62.5,37.5
208,목포 윈저로얄,비추천,4,3,57.14,42.86
209,목포 웰,완전추천,17,2,89.47,10.53
210,목포 하당 무인호텔,보통추천,20,6,76.92,23.08
211,목포 호텔 청담,비추천,23,12,65.71,34.29
212,목포 HOTEL MEI(호텔 메이),완전추천,13,1,92.86,7.14
213,목포 호텔 유달,보통추천,11,2,84.62,15.38
214,목포 호텔 더 시티,완전추천,21,2,91.3,8.7
215,목포 HOTEL TWOSOME,보통추천,10,3,76.92,23.08
216,목포 HOTEL W(호텔 더블유),보통추천,7,3,70.0,30.0
217,목포 500th,보통추천,15,5,75.0,25.0
218,목포 오리엔탈,비추천,7,5,58.33,41.67
219,목포 썸 무인호텔,비추천,18,8,69.23,30.77
220,목포 호텔 린(HOTEL LIN),보통추천,14,6,70.0,30.0
221,목포 일번지 호텔,완전추천,12,1,92.31,7.69
222,목포 호텔 캐슬(HOTEL CASTLE),완전추천,12,1,92.31,7.69
223,목포 호텔 드메르,완전추천,29,3,90.62,9.38
224,목포 1004,비추천,11,6,64.71,35.29
225,목포 H,비추천,3,2,60.0,40.0
226,목포 빅토리아,비추천,10,13,43.48,56.52
227,목포 미루,보통추천,7,3,70.0,30.0
228,목포 YAJA 목포평화광장점,완전추천,28,2,93.33,6.67
229,목포 브라운도트 목포갓바위점,비추천,18,8,69.23,30.77
230,목포 HOTEL STAR(스타호텔),비추천,5,5,50.0,50.0
231,목포 에이치에비뉴 - H Avenue 목포평화광장점,완전추천,16,2,88.89,11.11
232,목포 넘버25 목포상동점,완전추천,13,2,86.67,13.33
233,광양 J 무인텔,비추천,1,1,50.0,50.0
234,광양 호텔 굿데이,보통추천,12,4,75.0,25.0
235,광양 호텔 자바,보통추천,6,2,75.0,25.0
236,광양 피카소,보통추천,27,8,77.14,22.86
237,광양 일번지 무인호텔,완전추천,15,2,88.24,11.76
238,광양 CCK,보통추천,27,5,84.38,15.62
239,광양 초이스,비추천,8,5,61.54,38.46
240,광양 리츠 호텔,보통추천,15,4,78.95,21.05
241,광양 별 무인텔,보통추천,16,5,76.19,23.81
242,광양 디바인 호텔,매우완전추천,6,0,100.0,0.0
243,광양 마틴,비추천,8,6,57.14,42.86
244,광양 라곰 디자인호텔,완전추천,12,1,92.31,7.69
245,광양 호텔 뉴스카이,보통추천,12,3,80.0,20.0
246,광양 호텔 하버브릿지,매우완전추천,23,0,100.0,0.0
247,광양 그 무인텔,비추천,2,3,40.0,60.0
248,광양 하루,비추천,2,1,66.67,33.33
249,광양 세븐브릭스호텔,보통추천,13,5,72.22,27.78
250,광양 브라운도트 광양중마점,완전추천,12,2,85.71,14.29
251,광양 놀 호텔,비추천,11,11,50.0,50.0
252,광양 늘 드라이브인 호텔,비추천,8,4,66.67,33.33
253,광양 S,비추천,3,3,50.0,50.0
254,광양 썸,비추천,6,4,60.0,40.0
255,광양 코지,비추천,3,9,25.0,75.0
256,광양 K,비추천,3,6,33.33,66.67
257,광양 바나나 무인호텔,보통추천,19,4,82.61,17.39
258,광양 리베라,보통추천,11,2,84.62,15.38
259,광양 원 드라이브무인텔,매우완전추천,3,0,100.0,0.0
260,광양 투 드라이브인 무인 호텔,보통추천,17,5,77.27,22.73
261,광양 호텔 어반,비추천,2,8,20.0,80.0
262,광양 노블,비추천,6,8,42.86,57.14
263,광양 S self 무인텔,보통추천,6,2,75.0,25.0
264,광양 플러스,보통추천,7,2,77.78,22.22
265,광양 에이,보통추천,5,1,83.33,16.67
266,광양 명품무인텔,보통추천,7,2,77.78,22.22
267,광양 쉼 무인텔,비추천,4,3,57.14,42.86
268,광양 스카이,보통추천,5,1,83.33,16.67
269,광양 닉스,완전추천,13,2,86.67,13.33
270,광양 W1,완전추천,6,1,85.71,14.29
271,광양 귀빈장,비추천,6,11,35.29,64.71
272,광양 서라벌,비추천,4,2,66.67,33.33
273,광양 블루밍,비추천,2,5,28.57,71.43
274,광양 헐리우드,비추천,0,0,0.0,0.0
275,해남 땅끝비치,완전추천,32,2,94.12,5.88
276,해남 플러스 무인텔,보통추천,16,4,80.0,20.0
277,고흥 스위스 무인텔,완전추천,18,3,85.71,14.29
278,완도 제우스,매우완전추천,4,0,100.0,0.0
279,완도 호텔 프라하,보통추천,22,4,84.62,15.38
280,고흥 명품 무인호텔,보통추천,11,3,78.57,21.43
281,보성 VIP,비추천,9,6,60.0,40.0
282,고흥 녹동 BM,비추천,9,4,69.23,30.77
283,해남 에이스,보통추천,12,5,70.59,29.41
284,완도 XYM,비추천,7,6,53.85,46.15
285,진도 JD 무인텔,보통추천,12,4,75.0,25.0
286,장흥 피아노,완전추천,8,1,88.89,11.11
287,진도 대동,보통추천,14,4,77.78,22.22
288,장흥 스위스 무인텔,비추천,8,10,44.44,55.56
289,완도 타워모텔,보통추천,17,4,80.95,19.05
290,해남 썬,완전추천,7,1,87.5,12.5
291,해남 월드 펜션,보통추천,10,3,76.92,23.08
292,완도 호텔 케이(HOTEL K),비추천,15,9,62.5,37.5
293,해남 피아노,비추천,11,11,50.0,50.0
294,보성 관광모텔,비추천,4,10,28.57,71.43
295,완도 파크힐 호텔,매우완전추천,22,1,95.65,4.35
296,장흥 진송관광호텔,비추천,9,6,60.0,40.0
297,장흥 그랜드파크,비추천,4,6,40.0,60.0
298,해남 남도 호텔,보통추천,16,6,72.73,27.27
299,고흥 녹동 호텔 제이,비추천,7,9,43.75,56.25
300,고흥 녹동 비즈니스 호텔 갤러리,보통추천,9,2,81.82,18.18
301,강진 더뷰,완전추천,24,2,92.31,7.69
302,고흥 블루문스테이,보통추천,12,5,70.59,29.41
303,완도 세비야,비추천,8,18,30.77,69.23
304,해남 모아 호텔,보통추천,11,2,84.62,15.38
305,보성 녹차향기,보통추천,10,2,83.33,16.67
306,완도 피아노,매우완전추천,6,0,100.0,0.0
307,완도 두바이,비추천,4,11,26.67,73.33
308,강진 수,보통추천,8,2,80.0,20.0
309,완도 호텔 코너 레지던스,비추천,21,11,65.62,34.38
310,강진 부성파크,비추천,12,7,63.16,36.84
311,해남 봄 호텔,보통추천,14,3,82.35,17.65
312,보성 벌교 시드니,보통추천,13,4,76.47,23.53
313,해남 동일,비추천,18,10,64.29,35.71
314,완도 시애틀,비추천,9,28,24.32,75.68
315,고흥 녹동 삼미,보통추천,15,6,71.43,28.57
316,고흥 녹동 디오션(THE OCEAN),보통추천,25,6,80.65,19.35
317,해남 STAY534,완전추천,9,1,90.0,10.0
318,완도 해비치,비추천,10,12,45.45,54.55
319,보성 백악관,비추천,2,21,8.7,91.3
320,고흥 더블유,비추천,5,3,62.5,37.5
321,진도 스타,보통추천,9,2,81.82,18.18
322,해남 힐링,보통추천,22,4,84.62,15.38
323,보성 녹차밭 무인호텔,비추천,8,32,20.0,80.0
324,고흥 우주항공호텔,매우완전추천,23,1,95.83,4.17
