숙소번호,모텔명,리뷰별 상세,추천여부,상위5긍정단어,상위5부정단어
103,여수 키웨스트리조트(낭만포차 도보10분),"[{'리뷰순': 1, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 3, '부정단어 개수': 0}]",매우추천숙소,"포차, 이순신, 낭만, 주차, 테라스",계단
104,여수 썬힐스파펜션,"[{'리뷰순': 1, '긍정단어 개수': 21, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 21, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 8, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 3, '부정단어 개수': 2}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 4}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 3, '부정단어 개수': 5}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 1}]",매우추천숙소,"펜션, 스파, 가장, 관광지, 야경","커버, 공사, 자국, 별로, 범벅"
105,여수 리움호스텔,"[{'리뷰순': 1, '긍정단어 개수': 5, '부정단어 개수': 2}, {'리뷰순': 2, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 12, '긍정단어 개수': 5, '부정단어 개수': 2}, {'리뷰순': 13, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 2, '부정단어 개수': 4}, {'리뷰순': 19, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 1}]",매우추천숙소,"바다, 방도, 가족, 야경, 스파","냄새, 걱정거리, 단점, 악취, 진동"
106,여수 해들채펜션,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",추천숙소,"가족, 오션, 만족, 추천, 맞이","방음, 없다, 계단"
107,여수 르그랑블루리조트,"[{'리뷰순': 1, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"수영장, 최고, 추억, 추천, 바다",
108,"여수 해오름스파펜션(해수욕,펜션앞낚시)","[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 10, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 12, '부정단어 개수': 1}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"바다, 펜션, 스파, 최고, 야경","거미줄, 불면증, 모시"
109,여수 케이파크펜션,"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 3}, {'리뷰순': 16, '긍정단어 개수': 9, '부정단어 개수': 1}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 3, '부정단어 개수': 0}]",매우추천숙소,"수영장, 라면, 덕분, 걱정, 친구","벌레, 냄새, 방음"
110,여수 휴펜션&호스텔 (낭포도보 4분),"[{'리뷰순': 1, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 15, '부정단어 개수': 4}, {'리뷰순': 4, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 3, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"낭만, 포차, 관광지, 맞이, 칭찬","별로, 담배, 구석, 단점, 의심"
111,여수 뷰포레스파펜션(넷플릭스이용가능),"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 11, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 2}, {'리뷰순': 5, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 3, '부정단어 개수': 1}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 7, '부정단어 개수': 1}, {'리뷰순': 12, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 14, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"커피, 낭만, 펜션, 스파, 노곤","별로, 실망, 커버, 불만"
112,여수 여수밤바다펜션,"[{'리뷰순': 1, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 8, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 8, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 8, '부정단어 개수': 2}, {'리뷰순': 17, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 6, '부정단어 개수': 5}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"수영장, 펜션, 바다, 방도, 할인","벌레, 자국, 쓰레기, 별로, 담배"
113,"여수 안녕,여수펜션(신축,낭만포차3분,관광초근접)","[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 9, '부정단어 개수': 6}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 17, '긍정단어 개수': 12, '부정단어 개수': 1}, {'리뷰순': 18, '긍정단어 개수': 7, '부정단어 개수': 3}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"포차, 관광지, 낭만, 접근성, 바다","잘못, 소음, 방음, 구토, 어려움"
114,여수 엔펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 8, '부정단어 개수': 3}, {'리뷰순': 11, '긍정단어 개수': 5, '부정단어 개수': 1}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 15, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"수영장, 오션, 금액, 테라스, 바다","벌레, 바퀴벌레, 모기, 별로"
115,여수 마린테라스풀빌라,"[{'리뷰순': 1, '긍정단어 개수': 7, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 7, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 7, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 5, '부정단어 개수': 1}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 22, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 7, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 7, '부정단어 개수': 1}, {'리뷰순': 17, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"바다, 펜션, 힐링, 최고, 가족","아쉬움, 단점, 벌레"
116,여수 바라보다펜션,"[{'리뷰순': 1, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 5, '부정단어 개수': 1}, {'리뷰순': 13, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 11, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 3}]",매우추천숙소,"수영장, 바다, 최고, 펜션, 방도","곰팡이, 깜놀, 냄새"
117,여수 블루망고풀빌라앤리조트,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 2, '부정단어 개수': 3}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 2}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 2, '부정단어 개수': 2}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 19, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"수영장, 바다, 크게, 오션, 참고","벌레, 머리카락, 먼지, 옆방, 충격"
118,여수 라포즈펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 6, '부정단어 개수': 1}, {'리뷰순': 10, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 7, '부정단어 개수': 1}]",매우추천숙소,"수영장, 최고, 펜션, 조식, 바다","포기, 벌레"
119,여수 굿타임리조트,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 1, '부정단어 개수': 2}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 2}, {'리뷰순': 4, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 13, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 2}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"가족, 스파, 수영장, 카페, 바다","냄새, 모기, 곰팡이, 고장, 장난"
