Keyword,Frequency,sentiment
수신,1,neutral
매트릭스,1,neutral
뒤척일,1,neutral
바스락,1,neutral
마스코트,1,neutral
두부,1,neutral
활약,1,neutral
유정,1,neutral
꼭지,1,neutral
하우스,1,neutral
쉬기,1,neutral
전기포트,1,neutral
커엽,1,neutral
하중,1,neutral
깻끗한데,1,neutral
각질,1,negative
규칙,1,neutral
압박,1,neutral
파손,1,neutral
세탁물,1,neutral
그리스,1,neutral
파란색,1,neutral
하천,1,neutral
스루,1,neutral
골짜기,1,neutral
폴란드,1,neutral
상기,1,neutral
시아,1,neutral
색감,1,neutral
입소,1,neutral
수칙,1,neutral
아름,1,neutral
마구,1,neutral
들락날락,1,neutral
살포시,1,neutral
제작,1,neutral
프로그램,1,neutral
온기,1,positive
신뢰,1,positive
분대,1,neutral
천연,1,neutral
염색,1,neutral
금값,1,neutral
깻잎,1,neutral
무릎,1,neutral
드업,1,neutral
브런치,1,neutral
마리나,1,neutral
설탕,1,neutral
조경이,1,neutral
선반,1,neutral
차림,1,neutral
리기,1,neutral
비상구,1,neutral
충만,1,neutral
타닥,1,neutral
파편,1,neutral
이용러,1,neutral
지체,1,neutral
세명,1,neutral
일곱,1,neutral
상가,1,positive
제법,1,neutral
지리,1,neutral
고건,1,neutral
팩트,1,neutral
크레용,1,neutral
엠시,1,neutral
맥스,1,neutral
콘서트,1,neutral
하루살이,1,neutral
거려,1,neutral
사비,1,neutral
빌딩,1,neutral
돌이,1,neutral
셨습니,1,neutral
기화,1,neutral
행사,1,neutral
거랕습,1,neutral
단풍,1,neutral
아메리카노,1,neutral
라테,1,neutral
번갈아,1,neutral
집중,1,neutral
소쇄원,1,neutral
칸칸이,1,neutral
전자렌지,1,positive
식품,1,neutral
응축,1,neutral
주파,1,neutral
공유기,1,neutral
재부팅,1,neutral
안듭니,1,neutral
사생활,1,positive
한판,1,neutral
뒷마당,1,neutral
올챙이,1,neutral
방아,1,neutral
화순,1,neutral
어머님께,1,neutral
중문,1,positive
씨름,1,neutral
특징,1,neutral
인방,1,neutral
권장,1,neutral
개임,1,neutral
습디,1,neutral
강정,1,neutral
영접,1,neutral
나은,1,neutral
열선,1,neutral
개량,1,neutral
백종원,1,neutral
창평,1,neutral
개지,1,neutral
부스,1,neutral
만상,1,neutral
보니끗,1,neutral
앤티크,1,neutral
스타일,1,positive
꼭꼭,1,neutral
축구,1,positive
집안,1,neutral
파리채,1,neutral
와줫심,1,neutral
베인,1,neutral
뒤론,1,neutral
셀프,1,positive
평화,1,neutral
애묘,1,neutral
쮸르,1,neutral
생기,1,neutral
족욕탕,1,neutral
교태전,1,neutral
더욹,1,neutral
방석,1,neutral
손결,1,neutral
어린이날,1,neutral
밀집,1,positive
아아,1,neutral
주스,1,neutral
다과,1,neutral
호두,1,neutral
보자기,1,neutral
연주,1,neutral
여항,1,neutral
도전,1,neutral
길고양이,1,neutral
예보,1,neutral
패스,1,neutral
캠핑장,1,neutral
남방,1,neutral
상업시설,1,neutral
해주,1,neutral
피곤,1,neutral
벌초,1,neutral
번쩍,1,neutral
차원,1,neutral
개학,1,neutral
오솔길,1,neutral
청정,1,neutral
연탄,1,neutral
대화,1,neutral
물병,1,neutral
치실,1,neutral
성능,1,positive
하숙집,1,neutral
간만,1,neutral
근래,1,neutral
돈자,1,neutral
눈비,1,neutral
라운딩,1,neutral
무작정,1,neutral
포털,1,neutral
방앗잎,1,neutral
어두울,1,neutral
조모,1,neutral
공교,1,neutral
야영,1,neutral
촌집,1,neutral
성의,1,neutral
민폐,1,neutral
일상,1,neutral
복귀,1,neutral
갈릴,1,neutral
시대,1,neutral
양옥,1,neutral
각방,1,neutral
복숭아,1,neutral
렌털,1,neutral
왕왕,1,neutral
무제한,1,neutral
무한,1,neutral
효도,1,neutral
낯선,1,neutral
방편,1,neutral
지나,1,neutral
무용지물,1,neutral
주변인,1,neutral
가로수,1,neutral
가림,1,neutral
망사,1,neutral
연습장,1,neutral
공차,1,neutral
장갑,1,neutral
장닝,1,neutral
계시,1,neutral
아이스박스,1,neutral
들고양이,1,neutral
재롱,1,neutral
환불,1,neutral
둘레길,1,neutral
강천산,1,neutral
주지,1,neutral
상쇄,1,neutral
연령,1,neutral
허름,1,neutral
전화통화,1,neutral
신발장,1,neutral
시체,1,negative
열시,1,neutral
천일염,1,neutral
감히,1,neutral
분자,1,neutral
라가,1,neutral
흑룡강,1,neutral
생태,1,neutral
수수료,1,neutral
목숨,1,neutral
싱글,1,neutral
보물,1,neutral
개도,1,neutral
항일,1,neutral
실링,1,neutral
좌초,1,neutral
예스,1,neutral
방값,1,neutral
황당,1,neutral
주더,1,neutral
래서야,1,neutral
이정,1,neutral
컬리,1,neutral
들럿다,1,neutral
조초,1,neutral
스마트,1,positive
폴딩도어,1,neutral
전수영,1,neutral
넘흐,1,neutral
말리,1,neutral
로서,1,neutral
삼사십분,1,neutral
물주,1,neutral
수정,1,neutral
할리갈리,1,neutral
게임,1,neutral
갠데,1,neutral
어투,1,neutral
차안,1,neutral
잠구,1,neutral
박스,1,neutral
공격,1,neutral
건가,1,neutral
이상만,1,neutral
앞길,1,neutral
인중,1,neutral
아이두,1,neutral
메뉴얼,1,neutral
잘잘못,1,neutral
지기,1,neutral
상응,1,neutral
돈대,1,neutral
비아,1,neutral
잘썻다,1,neutral
꼽겟다,1,neutral
어미,1,neutral
어마,1,neutral
전원,1,neutral
퇴장,1,neutral
결과,1,neutral
따리,1,neutral
깡패,1,negative
삼겹,1,neutral
취했네,1,neutral
감당,1,neutral
여심,1,neutral
디자인,1,neutral
취한,1,neutral
팬티,1,neutral
횡단보도,1,neutral
탈수,1,neutral
접합,1,neutral
지상,1,neutral
만화책,1,neutral
트램펄린,1,neutral
위아래,1,neutral
수리,1,neutral
이외,1,neutral
깃털,1,neutral
스윙,1,neutral
드레스,1,neutral
물바다,1,neutral
인피니트,1,neutral
기념품,1,neutral
강풍,1,neutral
주차건물,1,neutral
상층,1,neutral
오르락내리락,1,neutral
여유도,1,neutral
자신,1,neutral
자부심,1,neutral
어럽겠,1,neutral
범벅,1,negative
밤뷰,1,neutral
출금,1,neutral
방이동,1,neutral
짱구,1,neutral
카레,1,neutral
비닐봉지,1,neutral
해물,1,neutral
건너,1,neutral
전선,1,neutral
진동,1,negative
호출,1,neutral
고치,1,neutral
측은,1,positive
미흡,1,neutral
일요일,1,neutral
열기,1,neutral
자랑,1,neutral
여수역,1,neutral
종점,1,neutral
타도,1,neutral
한층,1,neutral
실설,1,neutral
내조,1,neutral
그랑블루,1,neutral
탈의실,1,neutral
폭죽,1,neutral
백만배,1,neutral
시궁,1,neutral
던데,1,neutral
귀요미,1,positive
추측,1,neutral
샤악,1,neutral
기절,1,neutral
불면증,1,negative
외곽,1,neutral
상관,1,neutral
끝판,1,neutral
부젓가락,1,neutral
방청,1,neutral
경도,1,neutral
속속히,1,neutral
귣굳,1,neutral
만해,1,neutral
가리개,1,neutral
물컵,1,neutral
마다,1,neutral
협소하,1,neutral
주류,1,neutral
하얀색,1,neutral
아줌마,1,neutral
양해,1,neutral
내일,1,neutral
야기도,1,neutral
소세지,1,positive
완만,1,positive
쪽길,1,neutral
낭포,1,neutral
남해,1,neutral
선크림,1,neutral
갈치,1,neutral
조림,1,neutral
랍니,1,neutral
뱡향,1,neutral
글쎄요,1,neutral
타격,1,neutral
압니다,1,neutral
학과,1,neutral
분야,1,neutral
직종,1,neutral
린지,1,neutral
밤낮,1,neutral
판단,1,neutral
스토브,1,neutral
대학생,1,neutral
번잡,1,neutral
렌트,1,neutral
카메라,1,neutral
거치,1,neutral
플래시,1,neutral
정지,1,neutral
고속버스,1,neutral
한가지,1,neutral
인식범위,1,neutral
조취,1,neutral
밝기,1,neutral
희망사항,1,neutral
여닫이,1,neutral
인스타,1,neutral
입술,1,neutral
양치,1,neutral
세수,1,neutral
협소했어,1,neutral
먹음,1,neutral
립스틱,1,neutral
꼽등이,1,neutral
혈기,1,neutral
왕성,1,neutral
빡빡,1,neutral
피시,1,neutral
다이빙,1,neutral
웁스,1,neutral
모던,1,positive
모터보트,1,neutral
바게트,1,neutral
버거,1,neutral
스콘,1,neutral
아쿠아,1,neutral
플라넷,1,neutral
직영,1,neutral
심플,1,neutral
클랜,1,neutral
고체,1,neutral
콘돔,1,neutral
만인,1,neutral
구토,1,negative
배변,1,neutral
난건,1,neutral
안해,1,neutral
소문,1,neutral
행선,1,neutral
지로,1,neutral
없엇구,1,neutral
레이스,1,neutral
제거,1,neutral
마인드,1,negative
그롭긴,1,neutral
씨끄롭게해,1,neutral
금요일,1,neutral
차론,1,neutral
안녕,1,neutral
블라인드,1,neutral
허위,1,neutral
광고,1,neutral
치맥,1,neutral
제로,1,neutral
철길,1,neutral
전면,1,neutral
소요,1,neutral
어플,1,neutral
사진빨,1,neutral
마린,1,neutral
우연찮,1,neutral
벤치,1,neutral
하늘만,1,neutral
해돋이,1,neutral
어어,1,neutral
오점,1,neutral
충당,1,neutral
음료수,1,neutral
데스티니,1,neutral
과자류,1,neutral
아이러니,1,neutral
나진,1,neutral
국밥,1,neutral
군더더기,1,neutral
오밀조밀,1,neutral
적하,1,neutral
숨쉬기,1,neutral
곤충,1,neutral
허시,1,neutral
뮤직비디오,1,neutral
요기,1,neutral
한덕,1,neutral
더블,1,neutral
나사,1,neutral
입회,1,neutral
철수,1,neutral
위안,1,neutral
메인,1,neutral
은하,1,neutral
외국,1,neutral
미쳣엉,1,neutral
벼락,1,neutral
자녀,1,neutral
손잡이,1,neutral
스폿,1,neutral
스탈,1,neutral
물속,1,neutral
세월,1,neutral
후드,1,neutral
관할,1,neutral
옷장,1,neutral
장난,1,negative
물어,1,neutral
묘미,1,neutral
마시기,1,neutral
아이폰,1,neutral
청소기,1,negative
버시려,1,neutral
돈값,1,neutral
여관,1,neutral
인증,1,neutral
여직원,1,positive
답답,1,negative
이자,1,neutral
동동,1,neutral
설마,1,neutral
냉수,1,neutral
재해,1,neutral
직방,1,neutral
러키,1,neutral
지중해,1,neutral
대대,1,neutral
압승입니,1,neutral
교환,1,neutral
덩달아,1,neutral
도배,1,neutral
좋앜,1,neutral
일부러,1,negative
수산과학관,1,neutral
입장료,1,neutral
오락실,1,neutral
외면,1,neutral
중심지,1,neutral
유람선,1,neutral
통틀어,1,neutral
까슬까슬,1,neutral
슬슬,1,neutral
폭락,1,neutral
지난번,1,neutral
측정,1,neutral
명함,1,neutral
혜택,1,positive
명도,1,neutral
사정,1,neutral
천사,1,positive
먹구름,1,neutral
앞쪽,1,neutral
버세,1,neutral
정반대,1,neutral
외각,1,neutral
보닝,1,neutral
동영상,1,neutral
여천,1,neutral
모처럼,1,neutral
카텔,1,neutral
비중,1,neutral
이보,1,neutral
차고,1,neutral
배차,1,neutral
경로,1,neutral
돌산도,1,neutral
막차,1,negative
비성,1,neutral
해지,1,neutral
적당,1,neutral
고무장갑,1,neutral
문밖,1,neutral
스킨로션,1,neutral
따라서,1,neutral
애니,1,neutral
영화,1,positive
적도,1,neutral
놨다,1,neutral
정산,1,neutral
여수시,1,neutral
취급,1,neutral
공영,1,neutral
원투,1,neutral
뜰채,1,neutral
크루즈,1,neutral
간혹,1,neutral
대성공,1,neutral
유튜브,1,neutral
호보,1,neutral
꼭대기,1,neutral
거북선대교,1,neutral
마음대로,1,neutral
내시,1,neutral
초과,1,neutral
업로드,1,neutral
오렌지색,1,neutral
계좌,1,neutral
이체,1,neutral
쵝오,1,positive
요도,1,neutral
너므너므쬬앙,1,neutral
방내,1,neutral
부가,1,neutral
수오,1,neutral
천만,1,neutral
에러,1,neutral
물총,1,neutral
눅스꺼,1,neutral
둥둥,1,neutral
퍼고,1,neutral
맨몸,1,neutral
상함,1,negative
아슂네,1,neutral
소장,1,neutral
세영,1,neutral
디아크,1,neutral
박도,1,neutral
타일,1,neutral
줄눈,1,neutral
재방,1,neutral
소이,1,neutral
노화,1,neutral
누울,1,neutral
낭낭,1,neutral
피셜,1,neutral
리틀,1,neutral
포레스트,1,neutral
베네치아,1,neutral
진가,1,neutral
비주,1,neutral
벌집,1,neutral
슻불,1,neutral
적용,1,neutral
타지,1,neutral
하절,1,neutral
해산물,1,neutral
불판용,1,neutral
사진사,1,neutral
고용,1,neutral
빙빙,1,neutral
니요,1,neutral
펜션뷰,1,neutral
절반,1,neutral
일찍이,1,neutral
정해진,1,neutral
울타리,1,neutral
매달,1,neutral
그로,1,neutral
전이,1,neutral
애가,1,neutral
메트,1,neutral
서커스,1,neutral
덕뷴,1,neutral
묵던,1,neutral
중형,1,neutral
배낭,1,neutral
시간대,1,neutral
배낭여행,1,positive
도어,1,neutral
오심,1,neutral
고소동,1,neutral
벽화,1,neutral
머글,1,neutral
장염,1,neutral
엑스포역,1,neutral
일등,1,neutral
미당,1,neutral
오류로,1,neutral
문장,1,neutral
리셉션,1,neutral
겨울철,1,neutral
피드백,1,negative
판이,1,neutral
클레,1,neutral
날로,1,neutral
처지,1,neutral
물기,1,neutral
결혼기념일,1,neutral
불꽃,1,neutral
헤드,1,neutral
협탁,1,negative
이로,1,neutral
가전,1,neutral
어매,1,neutral
토요일,1,neutral
조정,1,neutral
약도,1,positive
결벽증,1,positive
예민,1,neutral
일만,1,neutral
껍니,1,neutral
시험,1,neutral
어쩜,1,neutral
야자수,1,neutral
창갸,1,neutral
화양면,1,neutral
전세,1,neutral
기념일,1,neutral
로맨틱,1,positive
오로라,1,neutral
무드,1,negative
이일,1,neutral
겸사겸사,1,neutral
건데,1,neutral
눈물,1,negative
금고,1,neutral
퍼펙트,1,positive
감상,1,neutral
빌라도,1,neutral
자재,1,neutral
장물,1,neutral
허뻐,1,neutral
뷰러던,1,neutral
산도,1,neutral
성묘,1,neutral
브니,1,neutral
일품,1,neutral
광경,1,neutral
필름,1,neutral
무언가,1,neutral
깨꽃,1,neutral
실선,1,neutral
너비,1,neutral
부수,1,neutral
초인,1,neutral
타입,1,neutral
청해,1,neutral
다도해,1,neutral
국립공원,1,neutral
대설,1,neutral
특보,1,neutral
프라하,1,neutral
옵션,1,neutral
굽이,1,neutral
석양,1,positive
죻았어,1,neutral
세구,1,neutral
심해,1,neutral
꽁꽁,1,neutral
쉬엄쉬엄,1,neutral
라며,1,neutral
벌컥,1,neutral
해대,1,neutral
전문,1,neutral
회피,1,neutral
녹음,1,neutral
뒷산,1,neutral
뭉텅,1,neutral
발자국,1,neutral
장마,1,neutral
블로그,1,neutral
돈쭐,1,neutral
세용,1,neutral
나들이,1,neutral
된장국,1,neutral
시무,1,neutral
대답,1,neutral
재치,1,positive
신지도,1,neutral
쥭여줌,1,neutral
러왓는데,1,neutral
짚라인,1,neutral
지장,1,neutral
불찰,1,neutral
상시,1,neutral
박아,1,neutral
거금도,1,neutral
안정감,1,positive
주어,1,neutral
홍도,1,neutral
연발,1,positive
관광객,1,neutral
미래,1,neutral
증도,1,neutral
보장,1,neutral
염생,1,neutral
식물,1,neutral
까페,1,neutral
우회,1,neutral
전해,1,neutral
미학,1,neutral
개구리,1,neutral
정서,1,neutral
살구,1,neutral
꼽습니,1,neutral
하얬어,1,neutral
어용,1,neutral
바지락,1,neutral
돈가스,1,neutral
해안가,1,neutral
노회,1,neutral
수습,1,neutral
갯돌,1,neutral
상록수,1,neutral
탐방,1,positive
여름철,1,neutral
코끝,1,neutral
파시,1,neutral
홍주,1,neutral
자율,1,neutral
문화,1,neutral
지향,1,neutral
일체,1,neutral
규제,1,neutral
알록달록,1,neutral
조합,1,neutral
중년,1,neutral
사투리,1,neutral
수문,1,neutral
겉옷,1,neutral
사이트,1,neutral
성화,1,neutral
서너,1,neutral
걸음,1,neutral
용서,1,negative
셨으,1,neutral
네미,1,neutral
필요시,1,positive
하이라이트,1,neutral
패밀리,1,neutral
두께,1,neutral
압축,1,neutral
열대,1,neutral
서핑,1,neutral
한적,1,neutral
낙엽,1,neutral
필독,1,neutral
상품,1,neutral
절로,1,neutral
프리,1,positive
벅벅,1,neutral
까치,1,neutral
무안공항,1,neutral
낙지,1,neutral
개념,1,neutral
늦가을,1,neutral
부스러기,1,negative
억지로,1,negative
준인,1,neutral
영아,1,neutral
원수,1,neutral
내야,1,neutral
도아,1,neutral
비계,1,neutral
덩어리,1,negative
신경안,1,neutral
매가리,1,neutral
뒤뚱,1,neutral
산사태,1,neutral
노해,1,neutral
발길,1,neutral
아궁이,1,neutral
집들이,1,neutral
옥체,1,neutral
정규,1,neutral
회사,1,neutral
앞집,1,neutral
포토샵,1,neutral
실사,1,neutral
해바라기,1,neutral
달마,1,neutral
방기,1,neutral
휘겔,1,neutral
리플,1,neutral
기상,1,neutral
수제,1,neutral
요망,1,negative
벌교,1,neutral
계란,1,neutral
감자,1,neutral
뿜뿜이셔,1,neutral
밭이랑,1,neutral
옥답,1,neutral
절절,1,neutral
분간,1,neutral
암흑,1,neutral
폐업,1,negative
망은,1,neutral
완도군,1,neutral
소재지,1,neutral
이튿날,1,neutral
공동,1,neutral
손전등,1,neutral
투자,1,neutral
테러,1,neutral
한지,1,neutral
사려,1,neutral
엽기,1,neutral
키도,1,neutral
건축,1,neutral
업자,1,neutral
도대체,1,negative
숙식,1,neutral
사막,1,neutral
오아시스,1,neutral
옛적,1,neutral
나무숲,1,neutral
정취,1,neutral
다산,1,neutral
백련사,1,neutral
정약용,1,neutral
정감,1,positive
집주인,1,neutral
콘솔,1,neutral
부착,1,neutral
안구,1,neutral
이인,1,neutral
아침밥,1,neutral
신흥,1,neutral
주년,1,neutral
치유,1,neutral
작가,1,neutral
사진촬영,1,neutral
김전,1,neutral
늦잠,1,positive
시각,1,neutral
정경,1,neutral
그동안,1,neutral
눈사람,1,neutral
백미,1,neutral
선뜻,1,neutral
배편,1,neutral
큰길,1,neutral
아보,1,neutral
정다웠어,1,neutral
구름,1,neutral
멍하니,1,neutral
분명,1,neutral
직전,1,neutral
옥수수,1,neutral
나가시,1,neutral
이모,1,neutral
꿀팁,1,neutral
기쁨,1,positive
운하,1,neutral
푸릇,1,neutral
별빛,1,neutral
에이,1,neutral
고요함,1,positive
핑쿠핑쿠,1,neutral
펀션,1,neutral
보슬비,1,neutral
망고,1,neutral
동전,1,neutral
징수,1,neutral
정결,1,positive
사태,1,neutral
리얼,1,neutral
숭숭,1,neutral
작동기,1,neutral
문구,1,neutral
첫째,1,neutral
휴일,1,neutral
괱찮,1,neutral
노지,1,neutral
캠퍼,1,neutral
차선,1,neutral
길가,1,neutral
안감,1,negative
이블,1,neutral
다이어트,1,neutral
반말,1,neutral
인성,1,negative
신중,1,positive
도솔암,1,neutral
감명,1,neutral
박살,1,negative
모래사장,1,neutral
신지,1,neutral
이신,1,neutral
당구대,1,neutral
와중,1,neutral
무늬,1,neutral
코팅,1,neutral
반면,1,neutral
황진이,1,neutral
로이,1,neutral
반려동물,1,neutral
바베,1,neutral
장날,1,neutral
보따리,1,neutral
목포,1,neutral
갓바위,1,neutral
진돗개,1,neutral
조각,1,neutral
수목원,1,neutral
갈슈있어,1,neutral
명물,1,neutral
잘숴었다,1,neutral
기피,1,neutral
추하,1,neutral
협소해,1,negative
여정,1,neutral
단위,1,neutral
나이스,1,positive
습격,1,neutral
두륜산,1,neutral
널널,1,positive
장만,1,neutral
미관,1,neutral
단칸,1,neutral
준치,1,neutral
투룸식,1,neutral
구들장,1,neutral
계서,1,neutral
억양,1,neutral
거지,1,neutral
언성,1,neutral
미닫이문,1,neutral
끝물,1,neutral
이왕이면,1,neutral
경취,1,neutral
조명등,1,neutral
산모,1,neutral
피신,1,neutral
거머리,1,negative
손소독,1,neutral
발열,1,negative
실시,1,neutral
매운탕,1,neutral
된장찌개,1,neutral
호사,1,neutral
조성,1,neutral
보너스,1,neutral
우주,1,neutral
오이랑,1,neutral
백수,1,neutral
할리스커피,1,neutral
동호회,1,neutral
아크,1,neutral
걸프전,1,neutral
연세,1,neutral
닉네임,1,neutral
지옥,1,negative
조사,1,neutral
물난리,1,neutral
후속,1,neutral
산소,1,neutral
산딸기,1,neutral
코끼리,1,neutral
마늘,1,neutral
겨우내,1,neutral
케이크,1,neutral
키조개,1,neutral
생명,1,neutral
움트,1,neutral
살이,1,neutral
석화,1,neutral
미역,1,neutral
처럼,1,neutral
과음,1,negative
구별,1,neutral
여건,1,neutral
호감,1,positive
헤어,1,neutral
중인,1,neutral
감덩,1,positive
이용만,1,neutral
저렴,1,positive
시도,1,neutral
끼니,1,neutral
부탄가스,1,neutral
얘길,1,neutral
안성,1,neutral
맞춤,1,neutral
보심,1,neutral
제주,1,neutral
동창,1,neutral
참숯,1,neutral
습도,1,neutral
가늠,1,neutral
영양,1,neutral
단연,1,neutral
언행,1,neutral
결여,1,neutral
텔레콤,1,neutral
교육,1,neutral
상대,1,neutral
미모,1,neutral
중반,1,neutral
후반,1,neutral
전라남도,1,neutral
주포,1,neutral
온통,1,neutral
사람과,1,neutral
가래떡,1,neutral
뮬리,1,neutral
코스모스,1,neutral
파라,1,neutral
싹싹,1,neutral
예방,1,positive
반상,1,neutral
정성껏,1,positive
크리스마스이브,1,neutral
눈보라,1,neutral
도자기,1,neutral
인형,1,neutral
물멍,1,neutral
종이배,1,neutral
농장,1,neutral
토끼,1,neutral
먹이,1,neutral
신선,1,neutral
집밥,1,positive
읍읍,1,neutral
뽀송,1,neutral
안고,1,neutral
바리,1,neutral
셨어,1,neutral
습니,1,neutral
어치,1,neutral
것임,1,neutral
다락방,1,negative
거수,1,neutral
건만,1,neutral
주기도,1,neutral
초집,1,neutral
섭쓰드,1,neutral
었어,1,neutral
최적화,1,positive
듯해,1,negative
냉골,1,neutral
코감기,1,neutral
별거,1,neutral
듯이,1,neutral
아동,1,neutral
나이트,1,neutral
궁합,1,neutral
애격선,1,neutral
기선,1,neutral
엄두,1,neutral
텁텁,1,neutral
한실,1,neutral
개조,1,neutral
조명기구,1,neutral
허름했어,1,neutral
대흥사,1,neutral
현저,1,neutral
삐거덕,1,neutral
전기난로,1,neutral
