부정,점수
만족스럽지 않고,-1
많은 고생을,-1
많이 닥쳐오다,-1
말라 없어지다,-1
말라서,-1
말라서 거친,-1
말로 꾀어,-1
말소리가 찡찡한,-1
말썽을,-1
말썽을 부리거나,-1
말썽을 일으키다,-1
말썽이,-1
말썽이 나서,-1
말없이,-1
말에 엇서며,-1
말하기 어렵게,-1
맑지 못하고,-1
맑지 아니하고,-1
맑지 아니하다,-1
맑지 아니한,-1
맑지 않아서,-1
맛없다,-1
맛없이,-1
맛없이 우쭐하여,-1
맛이 약하다,-1
맛이 없이,-1
망그러지다,-1
망설여지며,-1
망설이거나,-1
망설이고,-1
망설이기만,-1
망설이기만 하고,-1
망설이는,-1
망설이는 모양,-1
망설이다,-1
망설이며,-1
망설이며 주저주저하는,-1
망설이며 주저주저하다,-1
망실,-1
망실하다,-1
맞거나,-1
맞거나 하여,-1
맞지 아니하고,-1
맞지 아니하기도,-1
맞지 아니하다,-1
맞지 아니하여,-1
맞지 아니한다고,-1
맞지 아니함,-1
맞지 않거나,-1
맞지 않게,-1
맞지 않는,-1
매끈하지 못하고,-1
매로,-1
매를 맞는,-1
매여,-1
매우 좁음을,-1
맥박이 미약한,-1
맥박이 약하고,-1
맵짜게,-1
맵짜게 쏘아붙이는,-1
맵짜다,-1
머리가 둔한 사람을,-1
머리가 세다,-1
머리가 어지러워서,-1
머리가 어지럽고,-1
머뭇거리거나,-1
머뭇거리게,-1
머뭇거리게 되다,-1
머뭇거리는,-1
머뭇거리는 결점,-1
머뭇거리는 모양,-1
머뭇거리다,-1
머뭇거리며,-1
머뭇대다,-1
머뭇머뭇하거나,-1
머뭇머뭇하는,-1
머뭇머뭇하는 모양,-1
머뭇하다,-1
먹을 수 없게,-1
먹지 못하는,-1
먹튀,-1
먼지,-1
먼지 따위가,-1
멀건,-1
멀건 모양,-1
멀겋게,-1
멀겋다,-1
멀리하다,-1
멀리함,-1
멀어진 듯한,-1
멈칫하거나,-1
멋없이 가볍게,-1
멋쩍거나,-1
멋쩍고,-1
멋쩍다,-1
멋쩍은,-1
멋쩍은 사람,-1
멋쩍음,-1
멍하고,-1
멍하고 앞이,-1
멍한,-1
멍한 모양,-1
멍한 상태로,-1
면직을,-1
면직을 당하다,-1
명령을 거짓으로,-1
명백하지 않은,-1
명성이 높다,-1
명예훼손,-1
모략,-1
모르거나,-1
모르게 없어져,-1
모르는,-1
모르는 듯하다,-1
모르는 모양,-1
모르는 사람,-1
모르는 체하다,-1
모르는 체하며,-1
모르는 체함,-1
모순,-1
모순되다,-1
모순된,-1
모순된 것을,-1
모시,-1
모양새가 밉살스러운,-1
모여 수선스럽게,-1
모자라 아쉽거나,-1
모자라거나,-1
모자라거나 낮다,-1
모자라거나 없어서,-1
모자라게 되다,-1
모자라기는,-1
모자라는,-1
모자라는 듯하다,-1
모자라는 상태를,-1
모자라다,-1
모자라서,-1
모자라서 안타깝고,-1
모자란,-1
모자란 듯하다,-1
모자란 듯한,-1
모조리 뒤지어 훔치다,-1
모호하거나,-1
모호하게,-1
모호하게 하다,-1
모호하다,-1
모호하여,-1
목구멍이 헐어서,-1
목소리가 쉰,-1
목이 마르고,-1
목이 뻣뻣해지기도,-1
목이 잠기는,-1
목이 텁텁하여,-1
몰래,-1
몰래 가지다,-1
몰래 사고파는,-1
몰래 삼,-1
몰래 팖,-1
몰래 훔치거나,-1
몰래 훔치다,-1
몰래 훔침으로써,-1
몰아대거나,-1
몰아대다,-1
몰아세우다,-1
몰인정,-1
몸살,-1
몸에 부스럼이나,-1
몸을 가누지 못함,-1
몸을 뒤척거리다,-1
몸을 움츠리는,-1
몸을 움츠린다는,-1
몸을 움츠림을,-1
몸이 굳어지다,-1
몸이 떨리는,-1
몸이 붓고,-1
몸이 붓는,-1
몸이 뻐근하게,-1
몸이 야위는,-1
몸이 야위어,-1
몸이 약하거나,-1
몸이 약하여,-1
몸이 약하여서,-1
몸이 약하여져서,-1
몸이 여위게,-1
몸이 여위고,-1
몸이 여위어,-1
몸이 움츠러들거나,-1
몸이 지쳐,-1
몸이 참,-1
몸이 허약하여,-1
못 가누다,-1
못 미쳐,-1
못 쓰게,-1
못 하게,-1
못 하게 하다,-1
못 하다,-1
못난 사람이나,-1
못생긴,-1
못하고 희미하게,-1
못하는 모양,-1
못하는 상태,-1
못하는 상태로,-1
못하던,-1
못하던 일,-1
못하도록,-1
못하여,-1
못하여 순진하고,-1
못한,-1
못한 자는,-1
못할 만큼,-1
못할 만한,-1
못함을,-1
무가치,-1
무겁거나 하여,-1
무겁다,-1
무관심,-1
무관심한,-1
무기력하다,-1
무기력함,-1
무능력,-1
무능하다,-1
무능한,-1
무뚝뚝하다,-1
무르게 생긴,-1
무릎이 시리고,-1
무리에서 기피되어,-1
무리에서 기피하여,-1
무리하게,-1
무리하다,-1
무모하다,-1
무모한,-1
무시하다,-1
무엇에 얽매여서,-1
무엇을 토하다,-1
무의미한,-1
무의미한 말이나,-1
무자비한,-1
무지근한,-1
무지근한 증상이,-1
무지러져서,-1
무한이기주의,-1
무형적 손해를,-1
무효로,-1
무효로 하다,-1
무효로 함,-1
문드러져,-1
문드러지다,-1
문란하여진,-1
문란하여진 법도,-1
문맹,-1
문맹 상태를,-1
문제 삼아,-1
물건 따위를 아끼지 아니하고,-1
물건을 훔치거나,-1
물건을 훔치는,-1
물러나다,-1
물러서거나,-1
물리거나,-1
물리거나 지루해져서,-1
물리거나 질리다,-1
물리거나 질림,-1
물어 주다,-1
물어뜯거나,-1
물에 빠져,-1
물질대사가 안되어,-1
물집,-1
미개하다,-1
미띤,-1
미루거나,-1
미루다,-1
미숙하다,-1
미숙하여,-1
미숙한,-1
미안하게,-1
미안하고,-1
미안하다,-1
미안하여,-1
미안함,-1
미약하다,-1
미치지 못하게,-1
미치지 못함을,-1
미치지 못해,-1
미친개의,-1
미칠 만하게,-1
밀려나다,-1
밀린 사람,-1
밋밋하다,-1
ㅂㅅ,-1
바라진,-1
바라진 상태,-1
바람을 피우며,-1
바래서,-1
바르지 못하고,-1
바르지 못하다,-1
바르지 못한,-1
바르지 못함,-1
바르지 아니하고,-1
바보같이,-1
바보같이 웃는,-1
바쁘게,-1
바스러질 정도로,-1
바이러스,-1
바지직대다,-1
바짝 재촉하다,-1
박약,-1
반벙어리처럼,-1
반지랍지 못한,-1
반품남,-1
반품녀,-1
받지 못하게,-1
받지 못하다,-1
발길질을,-1
발길질을 하다,-1
발연기,-1
발열,-1
발열과 오한,-1
발육되지 못하여,-1
발을 헛디디거나,-1
발컨,-1
발휘하지 못하다,-1
밝지 못하고,-1
방자하고,-1
방자한,-1
방자한 태도로,-1
방정맞게 씰룩거리는,-1
방치되다,-1
방탕하다,-1
방탕한 사람을,-1
방향도 없이,-1
배가 떠남,-1
배가 아프고,-1
배가 아프다,-1
배가 아프며,-1
배우지 못하여,-1
배우지 못한,-1
뱀과 같이,-1
버성기어,-1
벌레가 나오는,-1
벌벌 떨릴,-1
벌벌 떨며,-1
벌을 받거나,-1
범죄자,-1
법석이는 짓을,-1
법을 무시하고,-1
벗어나,-1
벗어나다,-1
벗어나지 못하다,-1
벙벙한,-1
벙벙한 모양,-1
벼르다,-1
변덕스러워,-1
변변치 못하다,-1
변비,-1
변비증,-1
변태,-1
별로다,-1
별스러울,-1
별스러울 정도로,-1
별스러워,-1
별안간 호들갑스럽게,-1
병 따위가,-1
병맛,-1
병을 앓은,-1
병을 일으키는,-1
병의 빌미,-1
병치레를,-1
병치레를 하는,-1
보기에 어려운,-1
보드랍지 못하고,-1
보람 없이,-1
보로통히,-1
보수적,-1
보수적이다,-1
보채거나,-1
보채거나 짜증을,-1
보채는,-1
보채는 소리,-1
보채는 소리를,-1
보채다,-1
보챔,-1
복원 불가,-1
복잡하거나,-1
복잡하게,-1
복잡하게 뒤섞여,-1
복잡하게 들끓다,-1
복잡하고,-1
복잡하고 엄격하여,-1
복잡하다,-1
복잡하여,-1
복종하다,-1
복종하면서,-1
복종하면서 삶을,-1
복종함,-1
볶아치는,-1
볶아치는 모양,-1
볶아치는 일,-1
볶아치다,-1
본심을 감추고,-1
볼 낯이 없거나,-1
부글거리는,-1
부글거리는 모양,-1
부글거리다,-1
부끄러운,-1
부끄러운 느낌이,-1
부끄러운 부분,-1
부끄러운 줄,-1
부끄러운 줄 모르고,-1
부끄러운 짓을,-1
부끄러움,-1
부끄러움을,-1
부끄러움을 느끼게,-1
부끄러워서,-1
부끄러워지다,-1
부끄러워하는,-1
부끄러워하는 마음,-1
부끄러워하다,-1
부끄러워함,-1
부끄러이,-1
부끄럽게,-1
부끄럽게 여기다,-1
부끄럽다,-1
부당하다,-1
부당한,-1
부도덕한,-1
부드럽지 못하게,-1
부드럽지 못하고,-1
부드럽지 못하다,-1
부드럽지 못하여,-1
부드럽지 못한,-1
부드럽지 못한 말로,-1
부드럽지 아니하여,-1
부득기소,-1
부득기소하다,-1
부득부득 우기거나,-1
부딪치거나,-1
부러뜨리다,-1
부럽다,-1
부리거나 억지로,-1
부분이 다치거나,-1
부산을,-1
부산을 떨며,-1
부산을 피우다,-1
부산하게,-1
부산하게 구는,-1
부산하게 굴다,-1
부산하게 굴어,-1
부산하게 떠들다,-1
부산하게 소동을,-1
부산한,-1
부산한 데가,-1
부서지거나,-1
부서지거나 찌그러져,-1
부스럼,-1
부스럼이나,-1
부스스한,-1
부스스한 모양,-1
부실하게,-1
부심,-1
부어서 아프고,-1
부자연스러운,-1
부자연스럽게,-1
부자연스럽게 겨우,-1
부자연스럽게 행동하는,-1
부적당한,-1
부적절한,-1
부정,-1
부정행위,-1
부정확하다,-1
부정확한,-1
부족,-1
부족이나,-1
부족하거나,-1
부족하다,-1
부족하며,-1
부족하여,-1
부족한 증상,-1
부족함이,-1
부족함이 생김,-1
부주의로,-1
부주의한,-1
부진증,-1
부추겨서,-1
부추기는,-1
부추기는 짓을,-1
부패하다,-1
부패한,-1
분란,-1
분란통,-1
분란하다,-1
분명이 하지 못하고,-1
분명하게 하지 못하고,-1
분명하게 하지 아니하고,-1
분명하지 못하게,-1
분명하지 못하고,-1
분명하지 못하다,-1
분명하지 못하여,-1
분명하지 아니하게,-1
분명하지 아니하고,-1
분명하지 아니하다,-1
분명하지 아니한,-1
분명하지 아니함,-1
분명하지 않고,-1
분명하지 않은,-1
분명히 하지 못하고,-1
분별없이,-1
분별없이 행동하는,-1
분별없이 행동하다,-1
분별할 여유가 없다,-1
분별할 여유가 없이,-1
분수에 맞지 아니함,-1
분열병,-1
분열병 따위의,-1
분한 마음을,-1
불량패,-1
불리하다,-1
불리한 사실을,-1
불면병,-1
불명예스러운,-1
불성실,-1
불순물이,-1
불순물이 섞이어,-1
불신하다,-1
불안하게 여기는,-1
불안할,-1
불안할 때에,-1
불안해하고,-1
불운,-1
불충분한 대로,-1
불평등한,-1
불행,-1
붉으락푸르락하여지며,-1
붉으락푸르락해지며,-1
붓고,-1
붓는 병,-1
붙임성이 없이,-1
비뚤거리다,-1
비뚤어져,-1
비뚤어져 있는,-1
비뚤어지거나,-1
비뚤어지다,-1
비만이다,-1
비매,-1
비방,-1
비방하거나,-1
비방하다,-1
비웃거나,-1
비웃거나 깔보면서,-1
비웃거나 비꼬는,-1
비웃거나 비꼬다,-1
비웃는,-1
비웃는 뜻으로,-1
비웃는 태도로,-1
비웃다,-1
비웃으며,-1
비웃음과,-1
비웃음을,-1
비위가 뒤집혀,-1
비위가 상하다,-1
비위를 맞추느라고,-1
비위를 맞추려고,-1
비위를 상하게,-1
비위에 거슬리거나,-1
비위에 거슬리게,-1
비위에 거슬리는,-1
비위에 거슬리다,-1
비위에 맞지 아니하다,-1
비정상,-1
비정상적으로,-1
비정상적으로 잇따라,-1
비정한,-1
비정한 기세나,-1
비좁아,-1
비좁은,-1
비좁은 자리에,-1
비추하다,-1
비통한,-1
비틀거리거나,-1
비틀거리는,-1
비틀거리는 모양,-1
비틀거리다,-1
비틀거리며,-1
비틀거리면서 걷는,-1
비틀어지며,-1
비판,-1
비판되다,-1
비판이나,-1
비판이나 추궁을,-1
비판하다,-1
비판함,-1
비평,-1
비합리적인,-1
빈둥거리는,-1
빈둥거리는 모양,-1
빈둥거리다,-1
빈둥빈둥,-1
빈둥빈둥 놀다,-1
빈둥빈둥하는,-1
빈둥빈둥하는 모양,-1
빈둥빈둥하다,-1
빈혈,-1
빈혈 증상,-1
빛깔이 야단스럽게,-1
빠듯하게,-1
빠뜨려 흘리다,-1
빠지직대다,-1
빠트리다,-1
빵꾸똥꾸,-1
빵셔틀,-1
빼앗는 일,-1
빼앗는 짓,-1
빼앗아 차지함,-1
뺨이 붓고,-1
뻐근하게,-1
뻐근하게 아픈,-1
뻑적지근하다,-1
뻔뻔한,-1
뽑히지 못하다,-1
ㅄ,-1
ㅅㅂ,-1
사고나,-1
사고나 병,-1
사나우며,-1
사나운,-1
사나운 기색이,-1
사나운 모양,-1
사나운 사람,-1
사나운 사람을,-1
사나운 짐승,-1
사나운 짓을,-1
사납거나,-1
사납게,-1
사납게 되다,-1
사납게 맞서서,-1
사납게 성을,-1
사납게 우는,-1
사납게 울다,-1
사납게 흘겨보는,-1
사납고,-1
사납다,-1
사납던,-1
사늘한,-1
사늘한 기운이,-1
사늘한 느낌이,-1
사라져 없어짐,-1
사람과 대립하는,-1
사람들이 시끄럽게,-1
사람들이 어수선하게,-1
사람이 섭섭하게,-1
사리를 분별할 여유가 없다,-1
사리를 분별할 여유가 없이,-1
사리에 어두워,-1
사실을 날조하여,-1
사실인 것처럼,-1
사양하는,-1
사양하는 모양,-1
사이가 꽤 벌어져,-1
사이가 꽤 벌어지는,-1
사이가 꽤 벌어지다,-1
사이가 끊어지고,-1
사이가 뜬,-1
사이가 뜬 상태로,-1
사이가 벌어지게,-1
사이가 벌어지는,-1
사이가 벌어지다,-1
사이가 소원하다,-1
사이가 소원한,-1
사이가 어그러지고,-1
사이가 틀어져서,-1
사이를 끊고,-1
사이를 두다,-1
사정없이 마구,-1
사정없이 몰아쳐서,-1
사치,-1
사치스럽다,-1
사태가 복잡하여,-1
삭는,-1
산뜻하지 못하게,-1
산뜻하지 못하고,-1
산뜻하지 아니하고,-1
산뜻하지 않게,-1
산후 질병,-1
살가죽이 짓무르고,-1
살갗이 갈라지는,-1
살갗이 오그라들며,-1
살모넬라균에,-1
살모넬라균에 오염된,-1
살을 찌르는,-1
살이 쪄,-1
살이 쪄서,-1
살이 찌고,-1
살이 찌는,-1
살이 찐,-1
살인,-1
살인하다,-1
살짝 속여,-1
살펴보지 않고,-1
살피지 아니한,-1
살해,-1
상당히 차갑게,-1
상당히 차갑다,-1
상실된,-1
상실된 심리,-1
상실한,-1
상실한 상태를,-1
상처가,-1
상처에서,-1
상쾌하지 않고,-1
상태에 시들해져서,-1
새눈무늿병,-1
새롭지 못하고,-1
새롭지 못하다,-1
새파랗게 독이,-1
색에 빠져,-1
샐그러뜨리며,-1
샐쭉,-1
샐쭉거리다,-1
샐쭉대다,-1
샐쭉샐쭉하다,-1
샐쭉하다,-1
샘나다,-1
샘바르고,-1
샘바르고 시기하는,-1
샘을,-1
샘을 부리다,-1
샘하는,-1
샘하는 마음을,-1
샘하는 마음이,-1
샘하여,-1
생각 따위가 좁고,-1
생각 없이,-1
생각이 모자라거나,-1
생각이 모자라고,-1
생각이 부족하여,-1
생각이 좁아,-1
생기가 적은,-1
생기는 병,-1
생기는 병의,-1
생긴 병증으로,-1
생생하지 아니하고,-1
서늘한,-1
서늘한 기운,-1
서늘한 느낌이,-1
서두르며,-1
서두르며 부산하게,-1
서로 덤벼들어,-1
서로 따지며,-1
서로 맞지 않아,-1
서로 어긋나고,-1
서먹거리다,-1
서먹서먹하게,-1
서먹서먹하게 되다,-1
서먹서먹하게 행동하다,-1
서먹서먹하다,-1
서먹서먹한,-1
서먹서먹한 모양,-1
서분대다,-1
서투르거나,-1
서투르게,-1
서투르게 읽다,-1
서투르게 휘청거리며,-1
서투르고,-1
서투르다,-1
서투른,-1
서투른 걸음으로,-1
서투른 모양,-1
서투른 사람,-1
서투름,-1
선득선득,-1
선득선득하다,-1
선명하지 못하고,-1
선명하지 못한,-1
선명하지 아니하고,-1
선천적 기형으로,-1
설렁거리다,-1
설렁대다,-1
설렁설렁,-1
설렁설렁하다,-1
설레발,-1
설레발치다,-1
설사,-1
설사가,-1
설사를,-1
설사를 하는,-1
설사를 하면서,-1
설사의,-1
설사의 하나,-1
설사하는,-1
설사하는 병,-1
설친,-1
설친 잠,-1
섬기지 아니하여,-1
섬약하여,-1
섭섭하거나,-1
섭섭하게,-1
섭섭하게 여겨져,-1
섭섭하게 여겨질,-1
섭섭하고,-1
섭섭하다,-1
섭섭한,-1
섭섭한 느낌으로,-1
섭섭한 느낌이,-1
섭하다,-1
성글다,-1
성급하게,-1
성급하다,-1
성급한,-1
성기다,-1
성미가 급하고,-1
성미가 급하여,-1
성미를 부리고,-1
성실하지 못하고,-1
세력에 내리눌리다,-1
세련되지 않고,-1
세련됨이 없이,-1
세지 못하다,-1
세차고,-1
세차고 사납게,-1
센 고집,-1
소갈병,-1
소견이 얕은,-1
소견이 좁은,-1
소견이 좁은 사람을,-1
소고집,-1
소극적이다,-1
소란스럽고,-1
소리가 요란하다,-1
소원하다,-1
소원한,-1
소원한 모양,-1
소음,-1
소화 불량,-1
소화가 되지 아니하면서,-1
소화되지 못하고,-1
소화되지 아니하고,-1
속병이,-1
속병이 나서,-1
속아 넘어가게,-1
속에 거슬리게,-1
속에 답답하게,-1
속에 병이,-1
속여,-1
속여 넘기게,-1
속여 넘기는,-1
속여 넘기다,-1
속으로는 멀리하다,-1
속으로는 엉큼한,-1
속이 그득한,-1
속이 깊지 못하고,-1
속이 깐깐하고,-1
속이 답답하고,-1
속이 빈,-1
속이 쓰리고,-1
속이 엉큼하고,-1
속이 타,-1
속이 타다,-1
속절없다,-1
속절없이,-1
손가락이 없거나,-1
손발이 굳어서,-1
손발이 잘린,-1
손발이 차며,-1
손부끄러이,-1
손부끄럽다,-1
손상되어,-1
손상을,-1
손상이나,-1
송구스럽거나 부끄러워서,-1
쇠약감,-1
쇠약감 따위가,-1
쇠약하다,-1
쇠약한 지경을,-1
쇠약해지면서,-1
수군덕수군덕하다,-1
수꼴,-1
수두,-1
수막염,-1
수면 부족,-1
수분이 부족하거나,-1
수상쩍거나,-1
수선,-1
수선 부리기를,-1
수선스러워,-1
수선스럽게,-1
수선스럽게 뒤끓는,-1
수선스럽게 뒤끓다,-1
수선스럽게 들끓다,-1
수선스럽게 움직이다,-1
수선스럽고,-1
수선스럽다,-1
수선을,-1
수선을 부리다,-1
수준에 미치지 못한,-1
수준에 미치지 못함,-1
수치플,-1
술렁거리어,-1
술렁거리어 뒤숭숭하게,-1
술렁거리어 뒤숭숭하다,-1
술렁거리어 뒤숭숭한,-1
술렁거리어 뒤숭숭함,-1
숨 쉬기 어렵게,-1
숨결이 밭고,-1
숨쉬기가 힘들어지고,-1
숨어 살거나,-1
숨이 막히다,-1
숨이 막힘,-1
숨이 몹시 차는,-1
숨이 차거나,-1
숨이 차다,-1
숫기가 없어,-1
쉽게 바스러질,-1
쉽게 토라지는,-1
쉽지 아니하다,-1
스러져 가다,-1
스스러움을 느끼어,-1
스스로 부끄러워함,-1
스스로 포기하고,-1
스스로를 속인다는,-1
스포,-1
슬그머니 훔쳐,-1
슬기롭지 못하고,-1
슬쩍 가지다,-1
슬쩍 넘겨 버리다,-1
슬쩍 넘기다,-1
슴벅거리다,-1
습성 기침,-1
습진,-1
시그럽다,-1
시근시근하다,-1
시기가 아니다,-1
시기하고,-1
시기하는 마음이,-1
시답지 아니하여,-1
시련이,-1
시발비용,-1
시시하거나,-1
시시하는 마음,-1
시원스럽게 트이지 못하고,-1
시원스럽게 하지 못하고,-1
시원스럽게 하지 아니하고,-1
시원스럽지 못하고,-1
시원스럽지 아니하게,-1
시원하지 못하다,-1
시원하지 아니하고,-1
